Date,Region_Vector,Aboard,Fatalities,Survives,Time_Vector,Category_Vector,Summary_Vector
6/6/1994,"[0, 0, 0, 0, 0, 1, 0]",160.0,160.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/13/1994,"[1, 0, 0, 0, 0, 0, 0]",9.0,9.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
6/18/1994,"[0, 0, 0, 0, 0, 1, 0]",12.0,12.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
6/18/1994,"[1, 0, 0, 0, 0, 0, 0]",12.0,12.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
6/26/1994,"[0, 0, 0, 0, 0, 0, 1]",17.0,17.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
6/29/1994,"[0, 0, 0, 0, 0, 1, 0]",70.0,50.0,1,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]"
6/30/1994,"[0, 1, 0, 0, 0, 0, 0]",7.0,7.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/1/1994,"[0, 0, 0, 1, 0, 0, 0]",93.0,80.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
7/2/1994,"[1, 0, 0, 0, 0, 0, 0]",57.0,37.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
7/14/1994,"[1, 0, 0, 0, 0, 0, 0]",7.0,3.0,1,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/17/1994,"[0, 0, 0, 1, 0, 0, 0]",6.0,6.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
7/17/1994,"[0, 0, 0, 1, 0, 0, 0]",9.0,5.0,1,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/19/1994,"[1, 0, 0, 0, 0, 0, 0]",21.0,21.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
7/26/1994,"[0, 0, 0, 0, 0, 1, 0]",18.0,18.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/5/1994,"[0, 0, 0, 0, 0, 1, 0]",47.0,47.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
8/7/1994,"[1, 0, 0, 0, 0, 0, 0]",7.0,6.0,1,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/10/1994,"[0, 0, 0, 0, 0, 1, 0]",160.0,0.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
8/11/1994,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/12/1994,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/21/1994,"[0, 0, 0, 0, 0, 0, 1]",44.0,44.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
9/8/1994,"[1, 0, 0, 0, 0, 0, 0]",132.0,132.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/13/1994,"[0, 0, 0, 0, 0, 0, 1]",5.0,3.0,1,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
9/17/1994,"[1, 0, 0, 0, 0, 0, 0]",4.0,3.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/18/1994,"[0, 0, 0, 0, 0, 0, 1]",39.0,5.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/23/1994,"[0, 0, 0, 1, 0, 0, 0]",12.0,6.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/26/1994,"[0, 0, 0, 0, 0, 1, 0]",28.0,28.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/28/1994,"[1, 0, 0, 0, 0, 0, 0]",27.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
9/30/1994,"[0, 0, 0, 0, 0, 1, 0]",20.0,8.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
10/8/1994,"[1, 0, 0, 0, 0, 0, 0]",10.0,10.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
10/12/1994,"[0, 0, 0, 0, 0, 1, 0]",66.0,66.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
10/14/1994,"[1, 0, 0, 0, 0, 0, 0]",21.0,21.0,0,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
10/26/1994,"[0, 0, 0, 0, 0, 0, 1]",22.0,22.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]"
10/29/1994,"[0, 0, 0, 0, 0, 1, 0]",23.0,23.0,0,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
10/29/1994,"[0, 0, 0, 0, 0, 1, 0]",19.0,7.0,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
10/31/1994,"[1, 0, 0, 0, 0, 0, 0]",68.0,68.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
11/1/1994,"[1, 0, 0, 0, 0, 0, 0]",14.0,14.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
11/4/1994,"[0, 0, 0, 0, 0, 1, 0]",4.0,4.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/5/1994,"[1, 0, 0, 0, 0, 0, 0]",30.0,6.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
11/16/1994,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
11/22/1994,"[0, 0, 0, 0, 1, 0, 0]",7.0,7.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
11/22/1994,"[1, 0, 0, 0, 0, 0, 0]",142.0,2.0,1,"[0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
11/25/1994,"[0, 0, 0, 0, 0, 0, 1]",22.0,22.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]"
12/10/1994,"[0, 0, 1, 0, 0, 0, 0]",293.0,1.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
12/13/1994,"[1, 0, 0, 0, 0, 0, 0]",20.0,15.0,1,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
12/15/1994,"[0, 0, 0, 0, 0, 0, 1]",2.0,2.0,0,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/17/1994,"[1, 0, 0, 0, 0, 0, 0]",9.0,7.0,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
12/17/1994,"[0, 0, 0, 1, 0, 0, 0]",28.0,28.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/21/1994,"[0, 1, 0, 0, 0, 0, 0]",5.0,5.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
12/26/1994,"[0, 0, 0, 0, 0, 0, 1]",239.0,3.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
12/29/1994,"[0, 0, 0, 0, 0, 1, 0]",76.0,57.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
1/5/1995,"[0, 0, 0, 0, 0, 1, 0]",12.0,12.0,0,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/10/1995,"[0, 0, 0, 1, 0, 0, 0]",14.0,14.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
1/11/1995,"[1, 0, 0, 0, 0, 0, 0]",52.0,51.0,1,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
1/14/1995,"[1, 0, 0, 0, 0, 0, 0]",4.0,2.0,1,"[0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
1/17/1995,"[0, 0, 0, 0, 0, 1, 0]",24.0,2.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/20/1995,"[0, 1, 0, 0, 0, 0, 0]",10.0,10.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
1/20/1995,"[0, 0, 0, 0, 0, 1, 0]",19.0,3.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/16/1995,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
3/16/1995,"[0, 0, 0, 0, 0, 1, 0]",10.0,9.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
3/31/1995,"[0, 1, 0, 0, 0, 0, 0]",60.0,60.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
4/23/1995,"[0, 0, 0, 0, 0, 0, 1]",9.0,1.0,1,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
4/29/1995,"[0, 0, 0, 0, 0, 1, 0]",52.0,52.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]"
5/1/1995,"[1, 0, 0, 0, 0, 0, 0]",8.0,8.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/3/1995,"[1, 0, 0, 0, 0, 0, 0]",7.0,7.0,0,"[0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
5/9/1995,"[1, 0, 0, 0, 0, 0, 0]",9.0,9.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
5/13/1995,"[1, 0, 0, 0, 0, 0, 0]",6.0,6.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
5/24/1995,"[0, 1, 0, 0, 0, 0, 0]",12.0,12.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
5/25/1995,"[1, 0, 0, 0, 0, 0, 0]",11.0,2.0,1,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
5/29/1995,"[0, 0, 0, 0, 0, 0, 1]",10.0,6.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/9/1995,"[0, 0, 0, 0, 1, 0, 0]",21.0,5.0,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
6/16/1995,"[0, 0, 0, 0, 0, 1, 0]",14.0,13.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
6/16/1995,"[0, 0, 0, 0, 0, 1, 0]",12.0,12.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
6/17/1995,"[0, 0, 0, 0, 0, 0, 1]",48.0,48.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
6/24/1995,"[0, 0, 0, 0, 0, 0, 1]",80.0,16.0,1,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
6/27/1995,"[0, 0, 0, 1, 0, 0, 0]",2.0,2.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
7/1/1995,"[0, 0, 0, 0, 1, 0, 0]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/12/1995,"[0, 0, 0, 0, 1, 0, 0]",15.0,15.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/17/1995,"[0, 0, 0, 0, 0, 1, 0]",18.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/18/1995,"[0, 0, 0, 1, 0, 0, 0]",34.0,34.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
7/25/1995,"[0, 0, 0, 0, 1, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
8/2/1995,"[0, 0, 0, 0, 0, 0, 1]",3.0,3.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/9/1995,"[0, 0, 0, 1, 0, 0, 0]",65.0,65.0,0,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 0]"
8/9/1995,"[0, 0, 0, 0, 0, 1, 0]",10.0,10.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
8/14/1995,"[1, 0, 0, 0, 0, 0, 0]",10.0,10.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
8/21/1995,"[1, 0, 0, 0, 0, 0, 0]",29.0,10.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/1/1995,"[1, 0, 0, 0, 0, 0, 0]",1.0,1.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/2/1995,"[1, 0, 0, 0, 0, 0, 0]",7.0,7.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
9/2/1995,"[1, 0, 0, 0, 0, 0, 0]",8.0,8.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/9/1995,"[1, 0, 0, 0, 0, 0, 0]",22.0,21.0,1,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
9/11/1995,"[0, 0, 0, 0, 0, 1, 0]",51.0,3.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
9/12/1995,"[0, 0, 0, 0, 0, 1, 0]",81.0,81.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
9/15/1995,"[0, 0, 0, 0, 0, 1, 0]",53.0,34.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
9/21/1995,"[0, 0, 0, 1, 0, 0, 0]",43.0,42.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
9/22/1995,"[1, 0, 0, 0, 0, 0, 0]",24.0,24.0,0,"[1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
9/24/1995,"[0, 0, 0, 0, 0, 1, 0]",15.0,15.0,0,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
9/27/1995,"[1, 0, 0, 0, 0, 0, 0]",10.0,8.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
10/3/1995,"[0, 0, 0, 0, 0, 1, 0]",14.0,1.0,1,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
10/4/1995,"[0, 0, 0, 1, 0, 0, 0]",15.0,15.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
11/9/1995,"[1, 0, 0, 0, 0, 0, 0]",53.0,53.0,0,"[0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
11/13/1995,"[0, 0, 0, 0, 0, 0, 1]",137.0,9.0,1,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
11/22/1995,"[0, 0, 0, 0, 0, 1, 0]",63.0,63.0,0,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
11/29/1995,"[0, 0, 0, 0, 0, 1, 0]",10.0,10.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
11/30/1995,"[0, 0, 0, 0, 0, 1, 0]",6.0,2.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
12/3/1995,"[0, 0, 0, 0, 0, 0, 1]",78.0,72.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
12/5/1995,"[0, 0, 0, 0, 0, 1, 0]",82.0,54.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
12/7/1995,"[0, 0, 0, 0, 0, 1, 0]",98.0,98.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/13/1995,"[0, 1, 0, 0, 0, 0, 0]",49.0,49.0,0,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/18/1995,"[0, 0, 0, 0, 0, 0, 1]",144.0,141.0,1,"[0, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
12/20/1995,"[1, 0, 0, 0, 0, 0, 0]",164.0,160.0,1,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
12/22/1995,"[0, 0, 0, 0, 1, 0, 0]",12.0,2.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/8/1996,"[0, 0, 0, 1, 0, 0, 0]",10.0,1.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
1/8/1996,"[0, 0, 0, 1, 0, 0, 0]",6.0,2.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
1/18/1996,"[0, 0, 0, 0, 0, 0, 1]",14.0,14.0,0,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]"
1/22/1996,"[0, 0, 0, 0, 0, 1, 0]",39.0,39.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]"
2/4/1996,"[1, 0, 0, 0, 0, 0, 0]",4.0,4.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
2/5/1996,"[1, 0, 0, 0, 0, 0, 0]",4.0,4.0,0,"[1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/6/1996,"[0, 0, 0, 1, 0, 0, 0]",189.0,189.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
2/11/1996,"[0, 0, 0, 0, 0, 1, 0]",20.0,20.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1]"
2/12/1996,"[0, 0, 0, 1, 0, 0, 0]",15.0,11.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
2/26/1996,"[0, 0, 0, 1, 0, 0, 0]",91.0,91.0,0,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
2/27/1996,"[0, 0, 0, 0, 0, 0, 1]",8.0,8.0,0,"[1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
2/29/1996,"[1, 0, 0, 0, 0, 0, 0]",123.0,123.0,0,"[0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
3/9/1996,"[1, 0, 0, 0, 0, 0, 0]",23.0,23.0,0,"[0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
3/12/1996,"[0, 0, 0, 0, 0, 1, 0]",12.0,12.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
4/3/1996,"[0, 1, 0, 0, 0, 0, 0]",35.0,35.0,0,"[0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
4/5/1996,"[0, 0, 0, 0, 0, 1, 0]",20.0,20.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]"
4/5/1996,"[0, 0, 0, 1, 0, 0, 0]",17.0,6.0,1,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
4/11/1996,"[1, 0, 0, 0, 0, 0, 0]",3.0,3.0,0,"[1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
5/3/1996,"[0, 0, 0, 1, 0, 0, 0]",53.0,53.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]"
5/9/1996,"[1, 0, 0, 0, 0, 0, 0]",2.0,2.0,0,"[0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
5/10/1996,"[1, 0, 0, 0, 0, 0, 0]",19.0,16.0,1,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0]"
5/11/1996,"[1, 0, 0, 0, 0, 0, 0]",110.0,110.0,0,"[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0]"
5/11/1996,"[0, 0, 0, 0, 1, 0, 0]",10.0,1.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]"
5/19/1996,"[0, 0, 0, 1, 0, 0, 0]",3.0,3.0,0,"[0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
6/6/1996,"[0, 0, 0, 1, 0, 0, 0]",10.0,10.0,0,"[0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]"
6/9/1996,"[0, 0, 0, 0, 0, 1, 0]",7.0,7.0,0,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
6/12/1996,"[0, 0, 0, 1, 0, 0, 0]",28.0,18.0,1,"[0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
6/13/1996,"[0, 0, 0, 0, 0, 1, 0]",275.0,3.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
6/21/1996,"[0, 0, 0, 0, 0, 1, 0]",12.0,2.0,1,"[0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]"
7/6/1996,"[1, 0, 0, 0, 0, 0, 0]",142.0,2.0,1,"[0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]"
